vial,cross,female line,male line,food,month crossed,cross number,average wt per vial,number weighed
15162,11148 x 11150,11148,11150,(F) Fat,07/12,27,1.3175,8
15154,11148 x 11150,11148,11150,(N) Normal,07/12,27,1.43,15
15155,11148 x 11150,11148,11150,(N) Normal,07/12,27,1.4833333333,3
9477,11148 x 11149,11148,11149,(F) Fat,03/12,10,1.485,10
9478,11148 x 11149,11148,11149,(F) Fat,03/12,10,1.438,15
9470,11148 x 11149,11148,11149,(N) Normal,03/12,10,1.4633333333,15
9471,11148 x 11149,11148,11149,(N) Normal,03/12,10,1.2753333333,15
9463,11147 x 11148,11147,11148,(F) Fat,03/12,10,1.6986666667,15
9464,11147 x 11148,11147,11148,(F) Fat,03/12,10,1.775,2
9456,11147 x 11148,11147,11148,(N) Normal,03/12,10,1.764,15
9449,11146 x 11147,11146,11147,(F) Fat,03/12,10,1.5792857143,14
9450,11146 x 11147,11146,11147,(F) Fat,03/12,10,1.636,15
9442,11146 x 11147,11146,11147,(N) Normal,03/12,10,1.5166666667,15
9443,11146 x 11147,11146,11147,(N) Normal,03/12,10,1.5686666667,15
9421,11144 x 11145,11144,11145,(F) Fat,03/12,10,1.613,10
9422,11144 x 11145,11144,11145,(F) Fat,03/12,10,1.494,15
9414,11144 x 11145,11144,11145,(N) Normal,03/12,10,1.3723529412,17
9407,11143 x 11105,11143,11105,(F) Fat,03/12,9,1.4875,12
9408,11143 x 11105,11143,11105,(F) Fat,03/12,9,1.536,10
9400,11143 x 11105,11143,11105,(N) Normal,03/12,9,1.7233333333,15
9401,11143 x 11105,11143,11105,(N) Normal,03/12,9,1.5975,12
9351,11138 x 11142,11138,11142,(F) Fat,03/12,9,1.5428571429,7
9344,11138 x 11142,11138,11142,(N) Normal,03/12,9,1.6942857143,14
9345,11138 x 11142,11138,11142,(N) Normal,03/12,9,1.8816666667,6
9337,11135 x  1138,11135, 1138,(F) Fat,03/12,9,1.2953333333,15
9338,11135 x  1138,11135, 1138,(F) Fat,03/12,9,1.2530769231,13
9330,11135 x  1138,11135, 1138,(N) Normal,03/12,9,1.3768181818,22
9331,11135 x  1138,11135, 1138,(N) Normal,03/12,9,1.4678787879,33
15147,11133 x 11149,11133,11149,(F) Fat,07/12,27,1.4543333333,30
15148,11133 x 11149,11133,11149,(F) Fat,07/12,27,1.5506666667,15
15140,11133 x 11149,11133,11149,(N) Normal,07/12,27,1.19,15
15141,11133 x 11149,11133,11149,(N) Normal,07/12,27,1.306,15
15120,11129 x 11133,11129,11133,(F) Fat,07/12,27,1.4653333333,15
15112,11129 x 11133,11129,11133,(N) Normal,07/12,27,1.0446666667,15
15113,11129 x 11133,11129,11133,(N) Normal,07/12,27,1.635,4
9295,11129 x 11131,11129,11131,(F) Fat,03/12,9,1.7733333333,6
9296,11129 x 11131,11129,11131,(F) Fat,03/12,9,1.8725,8
9288,11129 x 11131,11129,11131,(N) Normal,03/12,9,1.8858333333,12
15105,11128 x 11131,11128,11131,(F) Fat,07/12,27,1.43,15
15099,11128 x 11131,11128,11131,(N) Normal,07/12,27,1.2958333333,12
9267,11127 x 11128,11127,11128,(F) Fat,03/12,9,1.9085714286,7
9260,11127 x 11128,11127,11128,(N) Normal,03/12,9,1.7566666667,9
9253,11126 x 11127,11126,11127,(F) Fat,03/12,9,1.7883333333,12
9254,11126 x 11127,11126,11127,(F) Fat,03/12,9,1.898,5
9246,11126 x 11127,11126,11127,(N) Normal,03/12,9,1.713,10
9247,11126 x 11127,11126,11127,(N) Normal,03/12,9,1.6593333333,15
9211,11121 x 11124,11121,11124,(F) Fat,03/12,9,1.624,5
9204,11121 x 11124,11121,11124,(N) Normal,03/12,9,1.70625,8
9205,11121 x 11124,11121,11124,(N) Normal,03/12,9,1.534,15
15091,11118 x 11129,11118,11129,(F) Fat,07/12,27,1.525,8
15092,11118 x 11129,11118,11129,(F) Fat,07/12,27,1.48375,8
15084,11118 x 11129,11118,11129,(N) Normal,07/12,27,1.546,15
9169,11117 x 11118,11117,11118,(F) Fat,03/12,8,1.31,20
9170,11117 x 11118,11117,11118,(F) Fat,03/12,8,1.3025,20
9162,11117 x 11118,11117,11118,(N) Normal,03/12,8,1.8633333333,21
9163,11117 x 11118,11117,11118,(N) Normal,03/12,8,1.5320689655,29
9198,11116 x 11121,11116,11121,(F) Fat,03/12,9,1.9642857143,7
9199,11116 x 11121,11116,11121,(F) Fat,03/12,9,1.6792857143,14
9190,11116 x 11121,11116,11121,(N) Normal,03/12,9,1.5625,12
9191,11116 x 11121,11116,11121,(N) Normal,03/12,9,2.2385714286,7
9155,11114 x 11117,11114,11117,(F) Fat,03/12,8,1.6441666667,12
9156,11114 x 11117,11114,11117,(F) Fat,03/12,8,1.76,10
9148,11114 x 11117,11114,11117,(N) Normal,03/12,8,1.7926666667,15
9149,11114 x 11117,11114,11117,(N) Normal,03/12,8,1.8972727273,11
9141,11113 x 11114,11113,11114,(F) Fat,03/12,8,1.574,20
9142,11113 x 11114,11113,11114,(F) Fat,03/12,8,1.4633333333,18
9134,11113 x 11114,11113,11114,(N) Normal,03/12,8,1.3870833333,48
9135,11113 x 11114,11113,11114,(N) Normal,03/12,8,1.8192307692,26
9127,11112 x 11113,11112,11113,(F) Fat,03/12,8,1.775,6
9128,11112 x 11113,11112,11113,(F) Fat,03/12,8,1.60375,16
9120,11112 x 11113,11112,11113,(N) Normal,03/12,8,1.7421052632,19
9121,11112 x 11113,11112,11113,(N) Normal,03/12,8,1.6647368421,19
15077,11111 x 11128,11111,11128,(F) Fat,07/12,27,1.22875,8
15078,11111 x 11128,11111,11128,(F) Fat,07/12,27,1.67,8
15070,11111 x 11128,11111,11128,(N) Normal,07/12,27,1.2575,12
15071,11111 x 11128,11111,11128,(N) Normal,07/12,27,1.3626666667,15
9113,11111 x 11112,11111,11112,(F) Fat,03/12,8,1.5927272727,22
9114,11111 x 11112,11111,11112,(F) Fat,03/12,8,1.5182608696,23
15049,11109 x 11111,11109,11111,(F) Fat,07/12,27,1.23,14
15050,11109 x 11111,11109,11111,(F) Fat,07/12,27,1.2975,8
15042,11109 x 11111,11109,11111,(N) Normal,07/12,27,1.5033333333,3
15043,11109 x 11111,11109,11111,(N) Normal,07/12,27,1.506,15
9057,11104 x 11106,11104,11106,(F) Fat,03/12,8,1.6842857143,7
9058,11104 x 11106,11104,11106,(F) Fat,03/12,8,1.5307692308,13
9050,11104 x 11106,11104,11106,(N) Normal,03/12,8,1.8585714286,7
9051,11104 x 11106,11104,11106,(N) Normal,03/12,8,1.499047619,21
15021,11104 x 11099,11104,11099,(F) Fat,07/12,27,1.25,9
15022,11104 x 11099,11104,11099,(F) Fat,07/12,27,1.2681818182,11
15014,11104 x 11099,11104,11099,(N) Normal,07/12,27,1.5175,12
15015,11104 x 11099,11104,11099,(N) Normal,07/12,27,1.42,3
15007,11103 x 11097,11103,11097,(F) Fat,07/12,27,1.2427272727,11
15008,11103 x 11097,11103,11097,(F) Fat,07/12,27,1.227,10
15000,11103 x 11097,11103,11097,(N) Normal,07/12,27,1.0546666667,15
9015,11100 x 11081,11100,11081,(F) Fat,03/12,7,1.0354545455,11
9016,11100 x 11081,11100,11081,(F) Fat,03/12,7,1.475,4
9009,11100 x 11081,11100,11081,(N) Normal,03/12,7,1.204,5
14980,11099 x 11101,11099,11101,(F) Fat,07/12,27,1.46,9
14972,11099 x 11101,11099,11101,(N) Normal,07/12,27,1.2393333333,15
14973,11099 x 11101,11099,11101,(N) Normal,07/12,27,1.158,15
9001,11099 x 11100,11099,11100,(F) Fat,03/12,7,1.05,1
8994,11099 x 11100,11099,11100,(N) Normal,03/12,7,1.286,5
8995,11099 x 11100,11099,11100,(N) Normal,03/12,7,1.196,10
14951,11097 x 11104,11097,11104,(F) Fat,07/12,27,1.5333333333,9
14944,11097 x 11104,11097,11104,(N) Normal,07/12,27,1.4733333333,6
14945,11097 x 11104,11097,11104,(N) Normal,07/12,27,1.5913333333,15
8959,11096 x 11097,11096,11097,(F) Fat,03/12,7,1.1536363636,11
8960,11096 x 11097,11096,11097,(F) Fat,03/12,7,1.3044444444,9
8952,11096 x 11097,11096,11097,(N) Normal,03/12,7,1.4633333333,3
8953,11096 x 11097,11096,11097,(N) Normal,03/12,7,0.7785714286,14
8917,11093 x 11094,11093,11094,(F) Fat,03/12,7,1.6516666667,12
8918,11093 x 11094,11093,11094,(F) Fat,03/12,7,1.3171428571,7
8911,11093 x 11094,11093,11094,(N) Normal,03/12,7,1.264,15
8903,11092 x 11093,11092,11093,(F) Fat,03/12,7,1.43,4
8904,11092 x 11093,11092,11093,(F) Fat,03/12,7,1.5588888889,9
8896,11092 x 11093,11092,11093,(N) Normal,03/12,7,1.62,7
8897,11092 x 11093,11092,11093,(N) Normal,03/12,7,1.5442857143,7
8889,11091 x 11092,11091,11092,(F) Fat,03/12,7,1.8325,4
8890,11091 x 11092,11091,11092,(F) Fat,03/12,7,1.6752941176,17
8882,11091 x 11092,11091,11092,(N) Normal,03/12,7,1.32,7
8883,11091 x 11092,11091,11092,(N) Normal,03/12,7,1.4938461538,13
8875,11090 x 11091,11090,11091,(F) Fat,03/12,7,1.5533333333,3
8868,11090 x 11091,11090,11091,(N) Normal,03/12,7,1.5966666667,3
8869,11090 x 11091,11090,11091,(N) Normal,03/12,7,1.4775,4
8861,11089 x 11090,11089,11090,(F) Fat,03/12,7,1.6125,4
8862,11089 x 11090,11089,11090,(F) Fat,03/12,7,1.535,4
8854,11089 x 11090,11089,11090,(N) Normal,03/12,7,1.35,2
8855,11089 x 11090,11089,11090,(N) Normal,03/12,7,1.2575,4
14896,11087 x 11094,11087,11094,(F) Fat,07/12,27,1.4857142857,7
14888,11087 x 11094,11087,11094,(N) Normal,07/12,27,1.6333333333,15
14889,11087 x 11094,11087,11094,(N) Normal,07/12,27,1.136,10
8833,11086 x 11087,11086,11087,(F) Fat,03/12,7,1.73,5
8834,11086 x 11087,11086,11087,(F) Fat,03/12,7,1.88,8
8826,11086 x 11087,11086,11087,(N) Normal,03/12,7,1.2718181818,11
14867,11084 x 11098,11084,11098,(F) Fat,07/12,27,1.68,1
14868,11084 x 11098,11084,11098,(F) Fat,07/12,27,1.454,15
14860,11084 x 11098,11084,11098,(N) Normal,07/12,27,1.27,1
14861,11084 x 11098,11084,11098,(N) Normal,07/12,27,1.5654545455,11
8770,11081 x 11083,11081,11083,(N) Normal,03/12,7,1.5133333333,3
8771,11081 x 11083,11081,11083,(N) Normal,03/12,7,1.835,2
14853,11079 x 11084,11079,11084,(F) Fat,07/12,27,1.312,5
14846,11079 x 11084,11079,11084,(N) Normal,07/12,27,1.2606666667,15
14847,11079 x 11084,11079,11084,(N) Normal,07/12,27,1.18,8
14839,11078 x 11096,11078,11096,(F) Fat,07/12,27,1.58,9
14845,11078 x 11096,11078,11096,(F) Fat,07/12,27,1.5946153846,13
14832,11078 x 11096,11078,11096,(N) Normal,07/12,27,1.38,15
14833,11078 x 11096,11078,11096,(N) Normal,07/12,27,1.4175,4
8742,11078 x 11079,11078,11079,(N) Normal,02/12,6,1.565,10
8735,11077 x 11078,11077,11078,(F) Fat,02/12,6,1.71125,8
8728,11077 x 11078,11077,11078,(N) Normal,02/12,6,1.7569230769,13
8729,11077 x 11078,11077,11078,(N) Normal,02/12,6,1.668,15
8732,11077 x 11078,11077,11078,(N) Normal,02/12,6,1.68875,8
8721,11076 x 11077,11076,11077,(F) Fat,02/12,6,0.87,13
8722,11076 x 11077,11076,11077,(F) Fat,02/12,6,1.065,2
8714,11076 x 11077,11076,11077,(N) Normal,02/12,6,1.744,15
8715,11076 x 11077,11076,11077,(N) Normal,02/12,6,1.6153333333,15
8707,11074 x 11076,11074,11076,(F) Fat,02/12,6,0.9466666667,15
8708,11074 x 11076,11074,11076,(F) Fat,02/12,6,1.3783333333,12
8700,11074 x 11076,11074,11076,(N) Normal,02/12,6,1.62,15
8701,11074 x 11076,11074,11076,(N) Normal,02/12,6,1.2746666667,15
14825,11073 x 11078,11073,11078,(F) Fat,07/12,27,1.2108333333,12
14826,11073 x 11078,11073,11078,(F) Fat,07/12,27,1.3184615385,13
14818,11073 x 11078,11073,11078,(N) Normal,07/12,27,1.3646666667,15
14819,11073 x 11078,11073,11078,(N) Normal,07/12,27,1.3985714286,14
14824,11073 x 11078,11073,11078,(N) Normal,07/12,27,1.4433333333,15
8693,11073 x 11074,11073,11074,(F) Fat,02/12,6,0.8126666667,15
8694,11073 x 11074,11073,11074,(F) Fat,02/12,6,1.3686666667,15
8686,11073 x 11074,11073,11074,(N) Normal,02/12,6,1.374,15
8687,11073 x 11074,11073,11074,(N) Normal,02/12,6,1.4906666667,15
14727,11071 x 12096,11071,12096,(F) Fat,07/12,26,1.6,9
14728,11071 x 12096,11071,12096,(F) Fat,07/12,26,1.615,10
14720,11071 x 12096,11071,12096,(N) Normal,07/12,26,1.4157142857,14
14721,11071 x 12096,11071,12096,(N) Normal,07/12,26,1.6846666667,15
14812,11071 x 11073,11071,11073,(F) Fat,07/12,27,1.464,15
14805,11071 x 11073,11071,11073,(N) Normal,07/12,27,1.2226666667,15
8665,11069 x 11071,11069,11071,(F) Fat,02/12,6,1.339,10
8666,11069 x 11071,11069,11071,(F) Fat,02/12,6,1.415,2
8658,11069 x 11071,11069,11071,(N) Normal,02/12,6,1.5713333333,15
8659,11069 x 11071,11069,11071,(N) Normal,02/12,6,1.408,15
14713,11068 x 11071,11068,11071,(F) Fat,07/12,26,1.585,12
14714,11068 x 11071,11068,11071,(F) Fat,07/12,26,1.4466666667,12
14706,11068 x 11071,11068,11071,(N) Normal,07/12,26,1.724,5
14707,11068 x 11071,11068,11071,(N) Normal,07/12,26,1.6293333333,15
8651,11068 x 11069,11068,11069,(F) Fat,02/12,6,2.225,2
8652,11068 x 11069,11068,11069,(F) Fat,02/12,6,1.295,2
8645,11068 x 11069,11068,11069,(N) Normal,02/12,6,2.11,6
8638,11067 x 11068,11067,11068,(F) Fat,02/12,6,1.42,3
8630,11067 x 11068,11067,11068,(N) Normal,02/12,6,1.717,10
8631,11067 x 11068,11067,11068,(N) Normal,02/12,6,1.6078571429,14
8623,11066 x 11067,11066,11067,(F) Fat,02/12,6,1.4986666667,15
8624,11066 x 11067,11066,11067,(F) Fat,02/12,6,1.2314285714,7
8616,11066 x 11067,11066,11067,(N) Normal,02/12,6,1.5053333333,15
8617,11066 x 11067,11066,11067,(N) Normal,02/12,6,1.4561538462,13
14685,11066 x 11067,11066,11067,(F) Fat,07/12,26,1.4761538462,13
14678,11066 x 11067,11066,11067,(N) Normal,07/12,26,1.374,10
14679,11066 x 11067,11066,11067,(N) Normal,07/12,26,1.1153333333,15
14671,11065 x 11066,11065,11066,(F) Fat,07/12,26,1.344,15
14672,11065 x 11066,11065,11066,(F) Fat,07/12,26,1.405,2
14665,11065 x 11066,11065,11066,(N) Normal,07/12,26,1.23,15
8595,11063 x 11065,11063,11065,(F) Fat,02/12,6,1.5458823529,17
8588,11063 x 11065,11063,11065,(N) Normal,02/12,6,1.6213333333,15
8589,11063 x 11065,11063,11065,(N) Normal,02/12,6,1.8483333333,6
14658,11063 x 11065,11063,11065,(F) Fat,07/12,26,1.554,15
14659,11063 x 11065,11063,11065,(F) Fat,07/12,26,1.3891666667,12
14650,11063 x 11065,11063,11065,(N) Normal,07/12,26,1.2784615385,13
14651,11063 x 11065,11063,11065,(N) Normal,07/12,26,1.7357142857,7
14643,11062 x 11063,11062,11063,(F) Fat,07/12,26,1.638,15
14644,11062 x 11063,11062,11063,(F) Fat,07/12,26,1.4593333333,15
14636,11062 x 11063,11062,11063,(N) Normal,07/12,26,1.442,15
14637,11062 x 11063,11062,11063,(N) Normal,07/12,26,1.748,15
8567,11060 x 11062,11060,11062,(F) Fat,02/12,6,1.9293333333,15
8568,11060 x 11062,11060,11062,(F) Fat,02/12,6,1.7230769231,13
8560,11060 x 11062,11060,11062,(N) Normal,02/12,6,1.7533333333,15
8561,11060 x 11062,11060,11062,(N) Normal,02/12,6,1.6007142857,14
14783,11059 x 11062,11059,11062,(F) Fat,07/12,26,1.7744444444,9
14784,11059 x 11062,11059,11062,(F) Fat,07/12,26,1.2866666667,15
14776,11059 x 11062,11059,11062,(N) Normal,07/12,26,1.598,10
14777,11059 x 11062,11059,11062,(N) Normal,07/12,26,1.54125,8
8553,11059 x 11060,11059,11060,(F) Fat,02/12,6,1.5330769231,13
8554,11059 x 11060,11059,11060,(F) Fat,02/12,6,1.5435714286,14
8546,11059 x 11060,11059,11060,(N) Normal,02/12,6,1.606,10
8547,11059 x 11060,11059,11060,(N) Normal,02/12,6,1.7,15
14629,11057 x 11059,11057,11059,(F) Fat,07/12,26,1.551,10
14630,11057 x 11059,11057,11059,(F) Fat,07/12,26,1.5635714286,14
14622,11057 x 11059,11057,11059,(N) Normal,07/12,26,1.341,10
14623,11057 x 11059,11057,11059,(N) Normal,07/12,26,1.3813333333,15
8427,11057 x 11035,11057,11035,(F) Fat,02/12,4,1.4646666667,15
8420,11057 x 11035,11057,11035,(N) Normal,02/12,4,1.6542857143,14
8421,11057 x 11035,11057,11035,(N) Normal,02/12,4,1.232,15
8413,11056 x 11057,11056,11057,(F) Fat,02/12,4,1.3372727273,11
8414,11056 x 11057,11056,11057,(F) Fat,02/12,4,1.2613333333,15
8406,11056 x 11057,11056,11057,(N) Normal,02/12,4,1.3126666667,15
8399,11055 x 11056,11055,11056,(F) Fat,02/12,4,1.21,17
8400,11055 x 11056,11055,11056,(F) Fat,02/12,4,1.4757142857,14
8392,11055 x 11056,11055,11056,(N) Normal,02/12,4,1.1907142857,14
8393,11055 x 11056,11055,11056,(N) Normal,02/12,4,1.194,15
14615,11054 x 11056,11054,11056,(F) Fat,07/12,26,1.5366666667,15
14616,11054 x 11056,11054,11056,(F) Fat,07/12,26,1.545,2
14609,11054 x 11056,11054,11056,(N) Normal,07/12,26,1.382,15
8385,11054 x 11055,11054,11055,(F) Fat,02/12,4,1.3266666667,15
8386,11054 x 11055,11054,11055,(F) Fat,02/12,4,1.3588888889,9
8378,11054 x 11055,11054,11055,(N) Normal,02/12,4,1.706,10
8379,11054 x 11055,11054,11055,(N) Normal,02/12,4,1.56,15
8371,11053 x 11054,11053,11054,(F) Fat,02/12,4,1.2,6
8372,11053 x 11054,11053,11054,(F) Fat,02/12,4,1.7064285714,14
8364,11053 x 11054,11053,11054,(N) Normal,02/12,4,1.565,6
8365,11053 x 11054,11053,11054,(N) Normal,02/12,4,1.5154545455,11
8357,11051 x 11053,11051,11053,(F) Fat,02/12,4,1.6457142857,7
8358,11051 x 11053,11051,11053,(F) Fat,02/12,4,1.5223076923,26
8351,11051 x 11053,11051,11053,(N) Normal,02/12,4,1.4188888889,9
14587,11050 x 11053,11050,11053,(F) Fat,07/12,26,1.6208333333,12
14580,11050 x 11053,11050,11053,(N) Normal,07/12,26,1.7788,25
8343,11050 x 11051,11050,11051,(F) Fat,02/12,4,1.61125,8
8344,11050 x 11051,11050,11051,(F) Fat,02/12,4,1.6338461538,13
8336,11050 x 11051,11050,11051,(N) Normal,02/12,4,1.568,10
8337,11050 x 11051,11050,11051,(N) Normal,02/12,4,1.605,10
8329,11049 x 11050,11049,11050,(F) Fat,02/12,4,1.83,9
8330,11049 x 11050,11049,11050,(F) Fat,02/12,4,1.51,15
8322,11049 x 11050,11049,11050,(N) Normal,02/12,4,1.5230769231,13
8323,11049 x 11050,11049,11050,(N) Normal,02/12,4,1.7775,4
8511,11048 x 11052,11048,11052,(F) Fat,02/12,5,1.4107692308,13
8512,11048 x 11052,11048,11052,(F) Fat,02/12,5,1.4283333333,12
8497,11047 x 11048,11047,11048,(F) Fat,02/12,5,1.3107692308,13
8498,11047 x 11048,11047,11048,(F) Fat,02/12,5,1.4473333333,15
8490,11047 x 11048,11047,11048,(N) Normal,02/12,5,1.1283333333,24
8491,11047 x 11048,11047,11048,(N) Normal,02/12,5,1.3326666667,15
8315,11046 x 11049,11046,11049,(F) Fat,02/12,4,1.346,15
8316,11046 x 11049,11046,11049,(F) Fat,02/12,4,1.43,15
8308,11046 x 11049,11046,11049,(N) Normal,02/12,4,1.5153333333,15
8309,11046 x 11049,11046,11049,(N) Normal,02/12,4,1.1125,8
8483,11045 x 11047,11045,11047,(F) Fat,02/12,5,1.4393333333,15
8484,11045 x 11047,11045,11047,(F) Fat,02/12,5,1.4109090909,11
8476,11045 x 11047,11045,11047,(N) Normal,02/12,5,0.9529411765,17
8477,11045 x 11047,11045,11047,(N) Normal,02/12,5,1.268,15
14559,11044 x 11050,11044,11050,(F) Fat,07/12,26,1.6486666667,15
14552,11044 x 11050,11044,11050,(N) Normal,07/12,26,1.569,10
14553,11044 x 11050,11044,11050,(N) Normal,07/12,26,1.756,15
8301,11044 x 11046,11044,11046,(F) Fat,02/12,4,1.55,15
8302,11044 x 11046,11044,11046,(F) Fat,02/12,4,1.542,15
8295,11044 x 11046,11044,11046,(N) Normal,02/12,4,1.3346666667,15
8296,11044 x 11046,11044,11046,(N) Normal,02/12,4,1.4821428571,14
14545,11043 x 11046,11043,11046,(F) Fat,07/12,26,1.8173333333,15
14546,11043 x 11046,11043,11046,(F) Fat,07/12,26,1.5707692308,13
14538,11043 x 11046,11043,11046,(N) Normal,07/12,26,1.8493333333,15
14539,11043 x 11046,11043,11046,(N) Normal,07/12,26,1.5766666667,15
8287,11043 x 11044,11043,11044,(F) Fat,02/12,4,1.3946666667,15
8280,11043 x 11044,11043,11044,(N) Normal,02/12,4,0.9054545455,11
8281,11043 x 11044,11043,11044,(N) Normal,02/12,4,1.3066666667,15
8273,11042 x 11043,11042,11043,(F) Fat,02/12,4,1.678,15
8274,11042 x 11043,11042,11043,(F) Fat,02/12,4,1.63,12
8266,11042 x 11043,11042,11043,(N) Normal,02/12,4,1.5746666667,15
8267,11042 x 11043,11042,11043,(N) Normal,02/12,4,1.486,15
8260,11041 x 11042,11041,11042,(F) Fat,02/12,4,1.6514285714,14
8252,11041 x 11042,11041,11042,(N) Normal,02/12,4,1.5492592593,27
8253,11041 x 11042,11041,11042,(N) Normal,02/12,4,1.462,15
8455,11040 x 11045,11040,11045,(F) Fat,02/12,5,1.4828571429,7
8448,11040 x 11045,11040,11045,(N) Normal,02/12,5,1.419,10
8449,11040 x 11045,11040,11045,(N) Normal,02/12,5,1.387,10
14517,11040 x 11044,11040,11044,(F) Fat,07/12,26,1.4214285714,14
14510,11040 x 11044,11040,11044,(N) Normal,07/12,26,1.488,15
14511,11040 x 11044,11040,11044,(N) Normal,07/12,26,1.5186666667,15
8245,11039 x 11041,11039,11041,(F) Fat,02/12,4,1.6033333333,27
8246,11039 x 11041,11039,11041,(F) Fat,02/12,4,1.8161538462,26
8238,11039 x 11041,11039,11041,(N) Normal,02/12,4,1.5176470588,17
8239,11039 x 11041,11039,11041,(N) Normal,02/12,4,1.5392307692,13
8231,11038 x 11039,11038,11039,(F) Fat,02/12,4,1.826,15
8232,11038 x 11039,11038,11039,(F) Fat,02/12,4,1.7433333333,15
8224,11038 x 11039,11038,11039,(N) Normal,02/12,4,1.5066666667,15
8225,11038 x 11039,11038,11039,(N) Normal,02/12,4,1.3306666667,15
8217,11037 x 11038,11037,11038,(F) Fat,02/12,4,1.6275,12
8218,11037 x 11038,11037,11038,(F) Fat,02/12,4,1.5853333333,15
8210,11037 x 11038,11037,11038,(N) Normal,02/12,4,1.334,15
8211,11037 x 11038,11037,11038,(N) Normal,02/12,4,1.58,15
8203,11036 x 11037,11036,11037,(F) Fat,02/12,4,1.4530769231,13
8204,11036 x 11037,11036,11037,(F) Fat,02/12,4,1.19625,8
8196,11036 x 11037,11036,11037,(N) Normal,02/12,4,1.3066666667,12
8197,11036 x 11037,11036,11037,(N) Normal,02/12,4,1.1146153846,13
14503,11035 x 11042,11035,11042,(F) Fat,07/12,26,1.1592857143,14
14504,11035 x 11042,11035,11042,(F) Fat,07/12,26,1.546,15
14496,11035 x 11042,11035,11042,(N) Normal,07/12,26,1.2653333333,15
14497,11035 x 11042,11035,11042,(N) Normal,07/12,26,1.382,15
14498,11035 x 11042,11035,11042,(N) Normal,07/12,26,1.5233333333,15
8189,11035 x 11036,11035,11036,(F) Fat,02/12,4,1.6923529412,17
8190,11035 x 11036,11035,11036,(F) Fat,02/12,4,1.5505882353,17
8182,11035 x 11036,11035,11036,(N) Normal,02/12,4,1.1472727273,11
8183,11035 x 11036,11035,11036,(N) Normal,02/12,4,1.6063636364,11
14489,11034 x 11040,11034,11040,(F) Fat,07/12,26,1.3464285714,14
14490,11034 x 11040,11034,11040,(F) Fat,07/12,26,1.5518181818,11
14482,11034 x 11040,11034,11040,(N) Normal,07/12,26,1.7766666667,15
14483,11034 x 11040,11034,11040,(N) Normal,07/12,26,1.508,15
8441,11034 x 11028,11034,11028,(F) Fat,02/12,5,1.5833333333,15
8442,11034 x 11028,11034,11028,(F) Fat,02/12,5,1.54,2
8434,11034 x 11028,11034,11028,(N) Normal,02/12,5,1.5928571429,21
8435,11034 x 11028,11034,11028,(N) Normal,02/12,5,1.9828571429,7
8119,11034 x 11011,11034,11011,(F) Fat,02/12,3,1.6536363636,11
8120,11034 x 11011,11034,11011,(F) Fat,02/12,3,1.6114285714,14
8112,11034 x 11011,11034,11011,(N) Normal,02/12,3,1.5946666667,15
8113,11034 x 11011,11034,11011,(N) Normal,02/12,3,1.59,12
8161,11034 x 11011,11034,11011,(F) Fat,02/12,4,1.334375,16
8162,11034 x 11011,11034,11011,(F) Fat,02/12,4,1.2114285714,14
8154,11034 x 11011,11034,11011,(N) Normal,02/12,4,1.133125,16
8155,11034 x 11011,11034,11011,(N) Normal,02/12,4,1.1813333333,15
8106,11033 x 11034,11033,11034,(F) Fat,02/12,3,2.0175,4
8098,11033 x 11034,11033,11034,(N) Normal,02/12,3,1.4454545455,11
8099,11033 x 11034,11033,11034,(N) Normal,02/12,3,1.3191666667,12
8091,11032 x 11033,11032,11033,(F) Fat,02/12,3,1.4671428571,14
8092,11032 x 11033,11032,11033,(F) Fat,02/12,3,1.4476923077,13
8084,11032 x 11033,11032,11033,(N) Normal,02/12,3,1.1978571429,14
8085,11032 x 11033,11032,11033,(N) Normal,02/12,3,1.2372727273,22
8077,11031 x 11032,11031,11032,(F) Fat,02/12,3,1.221,10
8078,11031 x 11032,11031,11032,(F) Fat,02/12,3,1.6675,8
8070,11031 x 11032,11031,11032,(N) Normal,02/12,3,1.52,5
8071,11031 x 11032,11031,11032,(N) Normal,02/12,3,1.405,4
8175,11028 x 11031,11028,11031,(F) Fat,02/12,4,1.55,12
8176,11028 x 11031,11028,11031,(F) Fat,02/12,4,1.4685714286,14
8168,11028 x 11031,11028,11031,(N) Normal,02/12,4,1.0992307692,13
8169,11028 x 11031,11028,11031,(N) Normal,02/12,4,1.2614285714,14
14475,11027 x 11035,11027,11035,(F) Fat,07/12,26,1.7585714286,7
14468,11027 x 11035,11027,11035,(N) Normal,07/12,26,1.6293333333,15
14469,11027 x 11035,11027,11035,(N) Normal,07/12,26,1.8763636364,11
8064,11027 x 11030,11027,11030,(F) Fat,02/12,3,1.2866666667,6
8056,11027 x 11030,11027,11030,(N) Normal,02/12,3,1.3058333333,12
8057,11027 x 11030,11027,11030,(N) Normal,02/12,3,1.246,5
8140,11027 x 11030,11027,11030,(N) Normal,02/12,4,1.1930769231,13
8049,11025 x 11027,11025,11027,(F) Fat,02/12,3,1.54,1
8050,11025 x 11027,11025,11027,(F) Fat,02/12,3,1.535,6
8042,11025 x 11027,11025,11027,(N) Normal,02/12,3,1.2275,8
8043,11025 x 11027,11025,11027,(N) Normal,02/12,3,1.37375,8
14454,11024 x 11034,11024,11034,(N) Normal,07/12,26,1.796,15
8035,11023 x 11024,11023,11024,(F) Fat,02/12,3,1.049,10
