"vial","cross.type","female.line","male.line","food.type","month.crossed","cross.number","number.weighed","y"
8351,"11051 x 11053",11051,11053,"(N) Normal","02/12",4,9,1.4188888889
14587,"11050 x 11053",11050,11053,"(F) Fat","07/12",26,12,1.6208333333
14580,"11050 x 11053",11050,11053,"(N) Normal","07/12",26,25,1.7788
8343,"11050 x 11051",11050,11051,"(F) Fat","02/12",4,8,1.61125
8344,"11050 x 11051",11050,11051,"(F) Fat","02/12",4,13,1.6338461538
8336,"11050 x 11051",11050,11051,"(N) Normal","02/12",4,10,1.568
8337,"11050 x 11051",11050,11051,"(N) Normal","02/12",4,10,1.605
8329,"11049 x 11050",11049,11050,"(F) Fat","02/12",4,9,1.83
8330,"11049 x 11050",11049,11050,"(F) Fat","02/12",4,15,1.51
8322,"11049 x 11050",11049,11050,"(N) Normal","02/12",4,13,1.5230769231
8323,"11049 x 11050",11049,11050,"(N) Normal","02/12",4,4,1.7775
8511,"11048 x 11052",11048,11052,"(F) Fat","02/12",5,13,1.4107692308
8512,"11048 x 11052",11048,11052,"(F) Fat","02/12",5,12,1.4283333333
8497,"11047 x 11048",11047,11048,"(F) Fat","02/12",5,13,1.3107692308
8498,"11047 x 11048",11047,11048,"(F) Fat","02/12",5,15,1.4473333333
8490,"11047 x 11048",11047,11048,"(N) Normal","02/12",5,24,1.1283333333
8491,"11047 x 11048",11047,11048,"(N) Normal","02/12",5,15,1.3326666667
8315,"11046 x 11049",11046,11049,"(F) Fat","02/12",4,15,1.346
8316,"11046 x 11049",11046,11049,"(F) Fat","02/12",4,15,1.43
8308,"11046 x 11049",11046,11049,"(N) Normal","02/12",4,15,1.5153333333
8309,"11046 x 11049",11046,11049,"(N) Normal","02/12",4,8,1.1125
8483,"11045 x 11047",11045,11047,"(F) Fat","02/12",5,15,1.4393333333
8484,"11045 x 11047",11045,11047,"(F) Fat","02/12",5,11,1.4109090909
8476,"11045 x 11047",11045,11047,"(N) Normal","02/12",5,17,0.9529411765
8477,"11045 x 11047",11045,11047,"(N) Normal","02/12",5,15,1.268
14559,"11044 x 11050",11044,11050,"(F) Fat","07/12",26,15,1.6486666667
14552,"11044 x 11050",11044,11050,"(N) Normal","07/12",26,10,1.569
14553,"11044 x 11050",11044,11050,"(N) Normal","07/12",26,15,1.756
8301,"11044 x 11046",11044,11046,"(F) Fat","02/12",4,15,1.55
8302,"11044 x 11046",11044,11046,"(F) Fat","02/12",4,15,1.542
8295,"11044 x 11046",11044,11046,"(N) Normal","02/12",4,15,1.3346666667
8296,"11044 x 11046",11044,11046,"(N) Normal","02/12",4,14,1.4821428571
14545,"11043 x 11046",11043,11046,"(F) Fat","07/12",26,15,1.8173333333
14546,"11043 x 11046",11043,11046,"(F) Fat","07/12",26,13,1.5707692308
14538,"11043 x 11046",11043,11046,"(N) Normal","07/12",26,15,1.8493333333
14539,"11043 x 11046",11043,11046,"(N) Normal","07/12",26,15,1.5766666667
8287,"11043 x 11044",11043,11044,"(F) Fat","02/12",4,15,1.3946666667
8280,"11043 x 11044",11043,11044,"(N) Normal","02/12",4,11,0.9054545455
8281,"11043 x 11044",11043,11044,"(N) Normal","02/12",4,15,1.3066666667
8273,"11042 x 11043",11042,11043,"(F) Fat","02/12",4,15,1.678
8274,"11042 x 11043",11042,11043,"(F) Fat","02/12",4,12,1.63
8266,"11042 x 11043",11042,11043,"(N) Normal","02/12",4,15,1.5746666667
8267,"11042 x 11043",11042,11043,"(N) Normal","02/12",4,15,1.486
8260,"11041 x 11042",11041,11042,"(F) Fat","02/12",4,14,1.6514285714
8252,"11041 x 11042",11041,11042,"(N) Normal","02/12",4,27,1.5492592593
8253,"11041 x 11042",11041,11042,"(N) Normal","02/12",4,15,1.462
8455,"11040 x 11045",11040,11045,"(F) Fat","02/12",5,7,1.4828571429
8448,"11040 x 11045",11040,11045,"(N) Normal","02/12",5,10,1.419
8449,"11040 x 11045",11040,11045,"(N) Normal","02/12",5,10,1.387
14517,"11040 x 11044",11040,11044,"(F) Fat","07/12",26,14,1.4214285714
14510,"11040 x 11044",11040,11044,"(N) Normal","07/12",26,15,1.488
14511,"11040 x 11044",11040,11044,"(N) Normal","07/12",26,15,1.5186666667
8245,"11039 x 11041",11039,11041,"(F) Fat","02/12",4,27,1.6033333333
8246,"11039 x 11041",11039,11041,"(F) Fat","02/12",4,26,1.8161538462
8238,"11039 x 11041",11039,11041,"(N) Normal","02/12",4,17,1.5176470588
8239,"11039 x 11041",11039,11041,"(N) Normal","02/12",4,13,1.5392307692
8231,"11038 x 11039",11038,11039,"(F) Fat","02/12",4,15,1.826
8232,"11038 x 11039",11038,11039,"(F) Fat","02/12",4,15,1.7433333333
8224,"11038 x 11039",11038,11039,"(N) Normal","02/12",4,15,1.5066666667
8225,"11038 x 11039",11038,11039,"(N) Normal","02/12",4,15,1.3306666667
8217,"11037 x 11038",11037,11038,"(F) Fat","02/12",4,12,1.6275
8218,"11037 x 11038",11037,11038,"(F) Fat","02/12",4,15,1.5853333333
8210,"11037 x 11038",11037,11038,"(N) Normal","02/12",4,15,1.334
8211,"11037 x 11038",11037,11038,"(N) Normal","02/12",4,15,1.58
8203,"11036 x 11037",11036,11037,"(F) Fat","02/12",4,13,1.4530769231
8204,"11036 x 11037",11036,11037,"(F) Fat","02/12",4,8,1.19625
8196,"11036 x 11037",11036,11037,"(N) Normal","02/12",4,12,1.3066666667
8197,"11036 x 11037",11036,11037,"(N) Normal","02/12",4,13,1.1146153846
14503,"11035 x 11042",11035,11042,"(F) Fat","07/12",26,14,1.1592857143
14504,"11035 x 11042",11035,11042,"(F) Fat","07/12",26,15,1.546
14496,"11035 x 11042",11035,11042,"(N) Normal","07/12",26,15,1.2653333333
14497,"11035 x 11042",11035,11042,"(N) Normal","07/12",26,15,1.382
14498,"11035 x 11042",11035,11042,"(N) Normal","07/12",26,15,1.5233333333
8189,"11035 x 11036",11035,11036,"(F) Fat","02/12",4,17,1.6923529412
8190,"11035 x 11036",11035,11036,"(F) Fat","02/12",4,17,1.5505882353
8182,"11035 x 11036",11035,11036,"(N) Normal","02/12",4,11,1.1472727273
8183,"11035 x 11036",11035,11036,"(N) Normal","02/12",4,11,1.6063636364
14489,"11034 x 11040",11034,11040,"(F) Fat","07/12",26,14,1.3464285714
14490,"11034 x 11040",11034,11040,"(F) Fat","07/12",26,11,1.5518181818
14482,"11034 x 11040",11034,11040,"(N) Normal","07/12",26,15,1.7766666667
14483,"11034 x 11040",11034,11040,"(N) Normal","07/12",26,15,1.508
8441,"11034 x 11028",11034,11028,"(F) Fat","02/12",5,15,1.5833333333
8442,"11034 x 11028",11034,11028,"(F) Fat","02/12",5,2,1.54
8434,"11034 x 11028",11034,11028,"(N) Normal","02/12",5,21,1.5928571429
8435,"11034 x 11028",11034,11028,"(N) Normal","02/12",5,7,1.9828571429
8119,"11034 x 11011",11034,11011,"(F) Fat","02/12",3,11,1.6536363636
8120,"11034 x 11011",11034,11011,"(F) Fat","02/12",3,14,1.6114285714
8112,"11034 x 11011",11034,11011,"(N) Normal","02/12",3,15,1.5946666667
8113,"11034 x 11011",11034,11011,"(N) Normal","02/12",3,12,1.59
8161,"11034 x 11011",11034,11011,"(F) Fat","02/12",4,16,1.334375
8162,"11034 x 11011",11034,11011,"(F) Fat","02/12",4,14,1.2114285714
8154,"11034 x 11011",11034,11011,"(N) Normal","02/12",4,16,1.133125
8155,"11034 x 11011",11034,11011,"(N) Normal","02/12",4,15,1.1813333333
8106,"11033 x 11034",11033,11034,"(F) Fat","02/12",3,4,2.0175
8098,"11033 x 11034",11033,11034,"(N) Normal","02/12",3,11,1.4454545455
8099,"11033 x 11034",11033,11034,"(N) Normal","02/12",3,12,1.3191666667
8091,"11032 x 11033",11032,11033,"(F) Fat","02/12",3,14,1.4671428571
8092,"11032 x 11033",11032,11033,"(F) Fat","02/12",3,13,1.4476923077
8084,"11032 x 11033",11032,11033,"(N) Normal","02/12",3,14,1.1978571429
8085,"11032 x 11033",11032,11033,"(N) Normal","02/12",3,22,1.2372727273
8077,"11031 x 11032",11031,11032,"(F) Fat","02/12",3,10,1.221
8078,"11031 x 11032",11031,11032,"(F) Fat","02/12",3,8,1.6675
8070,"11031 x 11032",11031,11032,"(N) Normal","02/12",3,5,1.52
8071,"11031 x 11032",11031,11032,"(N) Normal","02/12",3,4,1.405
8175,"11028 x 11031",11028,11031,"(F) Fat","02/12",4,12,1.55
8176,"11028 x 11031",11028,11031,"(F) Fat","02/12",4,14,1.4685714286
8168,"11028 x 11031",11028,11031,"(N) Normal","02/12",4,13,1.0992307692
8169,"11028 x 11031",11028,11031,"(N) Normal","02/12",4,14,1.2614285714
14475,"11027 x 11035",11027,11035,"(F) Fat","07/12",26,7,1.7585714286
14468,"11027 x 11035",11027,11035,"(N) Normal","07/12",26,15,1.6293333333
14469,"11027 x 11035",11027,11035,"(N) Normal","07/12",26,11,1.8763636364
8064,"11027 x 11030",11027,11030,"(F) Fat","02/12",3,6,1.2866666667
8056,"11027 x 11030",11027,11030,"(N) Normal","02/12",3,12,1.3058333333
8057,"11027 x 11030",11027,11030,"(N) Normal","02/12",3,5,1.246
8140,"11027 x 11030",11027,11030,"(N) Normal","02/12",4,13,1.1930769231
8049,"11025 x 11027",11025,11027,"(F) Fat","02/12",3,1,1.54
8050,"11025 x 11027",11025,11027,"(F) Fat","02/12",3,6,1.535
8042,"11025 x 11027",11025,11027,"(N) Normal","02/12",3,8,1.2275
8043,"11025 x 11027",11025,11027,"(N) Normal","02/12",3,8,1.37375
14454,"11024 x 11034",11024,11034,"(N) Normal","07/12",26,15,1.796
8035,"11023 x 11024",11023,11024,"(F) Fat","02/12",3,10,1.049
8036,"11023 x 11024",11023,11024,"(F) Fat","02/12",3,15,1.2393333333
8028,"11023 x 11024",11023,11024,"(N) Normal","02/12",3,7,1.7357142857
8029,"11023 x 11024",11023,11024,"(N) Normal","02/12",3,17,1.6664705882
8021,"11022 x 11023",11022,11023,"(F) Fat","02/12",3,7,1.4828571429
8022,"11022 x 11023",11022,11023,"(F) Fat","02/12",3,4,1.4
8014,"11022 x 11023",11022,11023,"(N) Normal","02/12",3,5,1.586
8015,"11022 x 11023",11022,11023,"(N) Normal","02/12",3,4,1.4575
19767,"11020 x 11013",11020,11013,"(F) Fat","1/13",50,23,1.5186956522
19760,"11020 x 11013",11020,11013,"(N) Normal","1/13",50,30,1.5316666667
19921,"11019 x 11012",11019,11012,"(F) Fat","1/13",50,21,1.629047619
19914,"11019 x 11012",11019,11012,"(N) Normal","1/13",50,25,1.6704
19795,"11018 x 11019",11018,11019,"(F) Fat","1/13",50,26,1.5415384615
19788,"11018 x 11019",11018,11019,"(N) Normal","1/13",50,30,1.4593333333
19963,"11017 x 11018",11017,11018,"(F) Fat","1/13",50,12,1.4525
19956,"11017 x 11018",11017,11018,"(N) Normal","1/13",50,15,1.3706666667
878,"11016 x 11017",11016,11017,"(N) Normal","12/11",1,15,1.576
19907,"11015 x 11016",11015,11016,"(F) Fat","1/13",50,30,1.3396666667
19900,"11015 x 11016",11015,11016,"(N) Normal","1/13",50,26,1.4053846154
19865,"11014 x 11015",11014,11015,"(F) Fat","1/13",50,25,1.4624
19858,"11014 x 11015",11014,11015,"(N) Normal","1/13",50,18,1.8272222222
19739,"11013 x 11021",11013,11021,"(F) Fat","1/13",50,14,1.3657142857
19893,"11013 x 11014",11013,11014,"(F) Fat","1/13",50,30,1.3013333333
19886,"11013 x 11014",11013,11014,"(N) Normal","1/13",50,28,1.3935714286
19809,"11012 x 11013",11012,11013,"(F) Fat","1/13",50,12,1.4741666667
19802,"11012 x 11013",11012,11013,"(N) Normal","1/13",50,18,1.1588888889
14433,"11011 x 11023",11011,11023,"(F) Fat","07/12",26,10,1.452
14434,"11011 x 11023",11011,11023,"(F) Fat","07/12",26,13,1.5315384615
14426,"11011 x 11023",11011,11023,"(N) Normal","07/12",26,9,1.4077777778
14427,"11011 x 11023",11011,11023,"(N) Normal","07/12",26,10,1.453
8007,"11011 x 11022",11011,11022,"(F) Fat","02/12",3,5,1.41
8008,"11011 x 11022",11011,11022,"(F) Fat","02/12",3,8,1.715
8000,"11011 x 11022",11011,11022,"(N) Normal","02/12",3,14,1.7728571429
8001,"11011 x 11022",11011,11022,"(N) Normal","02/12",3,12,1.5416666667
19949,"11010 x 11020",11010,11020,"(F) Fat","1/12",50,15,1.41
19942,"11010 x 11020",11010,11020,"(N) Normal","1/12",50,24,1.35
19823,"11010 x 11008",11010,11008,"(F) Fat","1/12",50,11,1.3572727273
19816,"11010 x 11008",11010,11008,"(N) Normal","1/12",50,15,1.6366666667
19627,"11010 x 11002",11010,11002,"(F) Fat","12/11",49,27,1.7037037037
19620,"11010 x 11002",11010,11002,"(N) Normal","12/11",49,30,1.5143333333
805,"11009 x 11010",11009,11010,"(F) Fat","12/11",1,35,1.3768571429
806,"11009 x 11010",11009,11010,"(N) Normal","12/11",1,45,1.5422222222
19655,"11008 x 11009",11008,11009,"(F) Fat","12/11",49,18,1.6316666667
19648,"11008 x 11009",11008,11009,"(N) Normal","12/11",49,13,1.5084615385
19697,"11006 x 11007",11006,11007,"(F) Fat","12/11",49,28,1.7732142857
19690,"11006 x 11007",11006,11007,"(N) Normal","12/11",49,27,1.702962963
19669,"11005 x 11006",11005,11006,"(F) Fat","12/11",49,30,1.8513333333
19662,"11005 x 11006",11005,11006,"(N) Normal","12/11",49,30,1.5866666667
19683,"11003 x 11005",11003,11005,"(F) Fat","12/11",49,20,1.5305
19676,"11003 x 11005",11003,11005,"(N) Normal","12/11",49,25,1.5956
19641,"11002 x 11003",11002,11003,"(F) Fat","12/11",49,15,1.548
19634,"11002 x 11003",11002,11003,"(N) Normal","12/11",49,26,1.3488461538
